('09/29/2023, 00:13:25', 'ecoinvent_cutoff_3.9', 'MaterialDemand_antimony', 'additions', 22, 'duration:', '0:00:00.237867')
('09/29/2023, 09:45:16', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.333037')
('09/29/2023, 09:45:17', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.551056')
('09/29/2023, 09:45:19', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.924887')
('09/29/2023, 09:45:23', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.194416')
('09/29/2023, 09:45:25', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.574042')
('09/29/2023, 09:45:26', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.480361')
('09/29/2023, 09:45:26', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.167877')
('09/29/2023, 09:45:35', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.329221')
('09/29/2023, 09:45:35', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015433')
('09/29/2023, 09:45:37', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.936291')
('09/29/2023, 09:45:38', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.765512')
('09/29/2023, 09:45:38', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.031187')
('09/29/2023, 09:45:38', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.031417')
('09/29/2023, 09:45:38', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076543')
('09/29/2023, 09:45:39', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.569948')
('09/29/2023, 09:48:39', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:02:59.871131')
('09/29/2023, 09:48:42', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:03.899703')
('09/29/2023, 09:48:43', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.400300')
('09/29/2023, 09:48:43', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.245805')
('09/29/2023, 09:48:43', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.060764')
('09/29/2023, 09:48:50', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.028680')
('09/29/2023, 09:49:24', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:34.168663')
('09/29/2023, 09:49:24', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.033359')
('09/29/2023, 09:50:10', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:45.681571')
('09/29/2023, 09:50:10', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.029653')
('09/29/2023, 09:50:36', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:26.300500')
('09/29/2023, 09:51:43', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:06.884578')
('09/29/2023, 09:59:15', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:31.465034')
('09/29/2023, 09:59:23', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:07.884232')
('09/29/2023, 09:59:25', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.231157')
('09/29/2023, 10:00:39', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:14.384373')
('09/29/2023, 10:08:45', 'ecoinvent_cutoff_3.9_remind_SSP1-Base_2050', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:05.382838')
('09/29/2023, 10:10:03', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.238981')
('09/29/2023, 10:10:03', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.287015')
('09/29/2023, 10:10:03', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.146318')
('09/29/2023, 10:10:22', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:18.141208')
('09/29/2023, 10:10:23', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:01.491747')
('09/29/2023, 10:10:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.093054')
('09/29/2023, 10:10:34', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:09.689715')
('09/29/2023, 10:18:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:07:32.001642')
('09/29/2023, 10:18:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.442945')
('09/29/2023, 10:18:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.054790')
('09/29/2023, 10:18:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.136073')
('09/29/2023, 10:18:07', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.464413')
('09/29/2023, 10:18:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.647470')
('09/29/2023, 10:18:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.117057')
('09/29/2023, 10:18:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.739018')
('09/29/2023, 10:18:09', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.150849')
('09/29/2023, 10:18:09', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.805983')
('09/29/2023, 10:19:50', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:40.386233')
('09/29/2023, 10:19:55', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.593519')
('09/29/2023, 10:19:56', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.539130')
('09/29/2023, 10:19:59', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.915527')
('09/29/2023, 10:20:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.164379')
('09/29/2023, 10:20:04', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.505572')
('09/29/2023, 10:20:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.473566')
('09/29/2023, 10:20:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.167595')
('09/29/2023, 10:20:14', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.193072')
('09/29/2023, 10:20:14', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015373')
('09/29/2023, 10:20:16', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.875342')
('09/29/2023, 10:20:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.769872')
('09/29/2023, 10:20:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030465')
('09/29/2023, 10:20:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.030145')
('09/29/2023, 10:20:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076097')
('09/29/2023, 10:20:18', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.554679')
('09/29/2023, 10:23:16', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:02:58.671499')
('09/29/2023, 10:23:20', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:03.696620')
('09/29/2023, 10:23:20', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.384105')
('09/29/2023, 10:23:21', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.239012')
('09/29/2023, 10:23:21', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.059782')
('09/29/2023, 10:23:28', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:06.943221')
('09/29/2023, 10:24:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:34.021764')
('09/29/2023, 10:24:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030496')
('09/29/2023, 10:24:48', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:46.163616')
('09/29/2023, 10:24:48', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030595')
('09/29/2023, 10:25:14', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:26.323761')
('09/29/2023, 10:26:21', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:07.133191')
('09/29/2023, 10:33:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:31.061704')
('09/29/2023, 10:34:00', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.019646')
('09/29/2023, 10:34:03', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.300266')
('09/29/2023, 10:35:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:14.301178')
('09/29/2023, 10:43:26', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2030', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:09.142676')
('09/29/2023, 10:44:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.259097')
('09/29/2023, 10:44:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.315248')
('09/29/2023, 10:44:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.170733')
('09/29/2023, 10:45:13', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:19.531902')
('09/29/2023, 10:45:14', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:01.619633')
('09/29/2023, 10:45:16', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.125515')
('09/29/2023, 10:45:25', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:09.838135')
('09/29/2023, 10:52:51', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:07:25.961852')
('09/29/2023, 10:52:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.437919')
('09/29/2023, 10:52:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.046164')
('09/29/2023, 10:52:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.137481')
('09/29/2023, 10:52:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.462607')
('09/29/2023, 10:52:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.668933')
('09/29/2023, 10:52:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.123841')
('09/29/2023, 10:52:54', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.753189')
('09/29/2023, 10:52:54', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.152959')
('09/29/2023, 10:52:55', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.773334')
('09/29/2023, 10:54:38', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:42.583100')
('09/29/2023, 10:54:43', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.550087')
('09/29/2023, 10:54:44', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.523414')
('09/29/2023, 10:54:47', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.946335')
('09/29/2023, 10:54:50', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.208708')
('09/29/2023, 10:54:52', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.550848')
('09/29/2023, 10:54:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.487597')
('09/29/2023, 10:54:53', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.175315')
('09/29/2023, 10:55:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.436331')
('09/29/2023, 10:55:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.016464')
('09/29/2023, 10:55:04', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.956610')
('09/29/2023, 10:55:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.765814')
('09/29/2023, 10:55:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030628')
('09/29/2023, 10:55:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.029932')
('09/29/2023, 10:55:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076570')
('09/29/2023, 10:55:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.562345')
('09/29/2023, 10:58:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:01.744828')
('09/29/2023, 10:58:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.012990')
('09/29/2023, 10:58:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.409577')
('09/29/2023, 10:58:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.250692')
('09/29/2023, 10:58:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.062200')
('09/29/2023, 10:58:20', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.261295')
('09/29/2023, 10:58:55', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:35.252431')
('09/29/2023, 10:58:55', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031240')
('09/29/2023, 10:59:42', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:47.219360')
('09/29/2023, 10:59:42', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031620')
('09/29/2023, 11:00:09', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:26.716584')
('09/29/2023, 11:01:17', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:07.975851')
('09/29/2023, 11:08:51', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:34.532173')
('09/29/2023, 11:08:59', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.013726')
('09/29/2023, 11:09:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.298690')
('09/29/2023, 11:10:16', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:14.777904')
('09/29/2023, 11:18:22', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2040', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:05.859704')
('09/29/2023, 11:19:45', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.231862')
('09/29/2023, 11:19:46', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.276641')
('09/29/2023, 11:19:46', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.147826')
('09/29/2023, 11:20:04', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:18.154760')
('09/29/2023, 11:20:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:01.499250')
('09/29/2023, 11:20:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.087010')
('09/29/2023, 11:20:16', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:09.685576')
('09/29/2023, 11:28:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:07:48.833384')
('09/29/2023, 11:28:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.441167')
('09/29/2023, 11:28:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.053094')
('09/29/2023, 11:28:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.150783')
('09/29/2023, 11:28:06', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.462120')
('09/29/2023, 11:28:07', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.675274')
('09/29/2023, 11:28:07', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.122979')
('09/29/2023, 11:28:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.814711')
('09/29/2023, 11:28:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.157025')
('09/29/2023, 11:28:09', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.832773')
('09/29/2023, 11:29:55', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:46.588770')
('09/29/2023, 11:30:01', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.662663')
('09/29/2023, 11:30:02', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.561259')
('09/29/2023, 11:30:05', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.086882')
('09/29/2023, 11:30:08', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.385358')
('09/29/2023, 11:30:11', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.659737')
('09/29/2023, 11:30:11', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.543601')
('09/29/2023, 11:30:11', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.182402')
('09/29/2023, 11:30:21', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.865711')
('09/29/2023, 11:30:21', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.016277')
('09/29/2023, 11:30:23', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.047870')
